zone_id,zone_num,zone,datetime,gpm,gallons,runtime,note,std_z-score,outlier_std,mad_z-score,outlier_mad
8936985,3,Pool drip / North,2025-06-10 02:41:00+00:00,2.9,58,20,Run time: 20 minutes,0.0154724944600182,False,0.4999999999999966,False
8937002,4,Pool Drip house side,2025-06-10 03:02:01+00:00,6.0,120,20,Run time: 20 minutes,-0.1571194462062954,False,0.0,False
8937129,5,Lawn top to driveway South / front street drip,2025-06-10 03:23:01+00:00,5.464285714285714,153,28,Run time: 28 minutes,-0.5379438275915451,False,-0.2499999999999813,False
8937132,6,Lawn front yard North half / Inside street side,2025-06-10 03:52:01+00:00,7.428571428571429,208,28,Run time: 28 minutes,0.3535533905932654,False,0.0,False
8937135,7,House Garage Side,2025-06-10 04:21:00+00:00,4.785714285714286,134,28,Run time: 28 minutes,-0.3535533905932798,False,-1.0,False
8937139,8,drip house south side / South Driveway,2025-06-10 04:50:01+00:00,7.464285714285714,209,28,Run time: 28 minutes,-0.8652017940843157,False,-1.0,False
8937140,9,Hut lawn 3  spray heads,2025-06-10 05:19:01+00:00,2.65,53,20,Run time: 20 minutes,-0.038096965887986,False,0.0,False
8936631,2,Drip northside property line pool street side/ future behind pool,2025-06-12 05:00:00+00:00,3.6,36,10,Run time: 10 minutes,-0.384132868845375,False,0.0,False
8937140,9,Hut lawn 3  spray heads,2025-06-12 05:11:00+00:00,2.7,27,10,Run time: 10 minutes,1.4476847037429683,False,3.000000000000026,False
8865476,1,Drip upper planters area behind shed,2025-06-14 02:00:59+00:00,4.190476190476191,88,21,Run time: 21 minutes,1.2247448713915932,False,2.6666666666666665,False
8936631,2,Drip northside property line pool street side/ future behind pool,2025-06-14 02:22:58+00:00,3.5833333333333335,43,12,Run time: 12 minutes,-0.3986102382742208,False,-1.0,False
8936985,3,Pool drip / North,2025-06-14 02:35:59+00:00,3.1333333333333333,47,15,Run time: 15 minutes,1.7483918739821576,False,3.9999999999999862,False
